numero,densidadb,densidadp,replica,tamano,circ,at,numCF,densidadp_porc,at_n,tamanoat2,numCFat2,circat2,densidadp_num
63,0.3,0.1,1,195,0.96,1082961,76,7.5,1.019755182,198.8522606,77.50139386,0.978964975,3
64,0.3,0.1,1,112,0.745,1082961,76,7.5,1.019755182,114.2125804,77.50139386,0.759717611,3
65,0.3,0.1,1,189,0.939,1082961,76,7.5,1.019755182,192.7337295,77.50139386,0.957550116,3
66,0.3,0.1,1,568,0.875,1082961,76,7.5,1.019755182,579.2209436,77.50139386,0.892285785,3
67,0.3,0.1,1,643,0.697,1082961,76,7.5,1.019755182,655.7025823,77.50139386,0.710769362,3
68,0.3,0.1,1,667,0.801,1082961,76,7.5,1.019755182,680.1767066,77.50139386,0.816823901,3
69,0.3,0.1,1,618,0.627,1082961,76,7.5,1.019755182,630.2087027,77.50139386,0.639386499,3
70,0.3,0.1,1,196,0.904,1082961,76,7.5,1.019755182,199.8720157,77.50139386,0.921858685,3
71,0.3,0.1,1,382,0.915,1082961,76,7.5,1.019755182,389.5464797,77.50139386,0.933075992,3
72,0.3,0.1,1,142,0.982,1082961,76,7.5,1.019755182,144.8052359,77.50139386,1.001399589,3
73,0.3,0.1,1,721,0.75,1082961,76,7.5,1.019755182,735.2434865,77.50139386,0.764816387,3
74,0.3,0.1,1,137,0.888,1082961,76,7.5,1.019755182,139.70646,77.50139386,0.905542602,3
75,0.3,0.1,1,383,0.894,1082961,76,7.5,1.019755182,390.5662348,77.50139386,0.911661133,3
76,0.3,0.1,1,244,0.853,1082961,76,7.5,1.019755182,248.8202645,77.50139386,0.869851171,3
1,0.3,0.1,2,379,0.776,903090,50,7.5,0.850382154,322.2948363,42.51910769,0.659896551,3
2,0.3,0.1,2,413,0.857,903090,50,7.5,0.850382154,351.2078295,42.51910769,0.728777506,3
3,0.3,0.1,2,157,0.889,903090,50,7.5,0.850382154,133.5099981,42.51910769,0.755989735,3
4,0.3,0.1,2,713,0.789,903090,50,7.5,0.850382154,606.3224756,42.51910769,0.670951519,3
5,0.3,0.1,2,438,0.908,903090,50,7.5,0.850382154,372.4673834,42.51910769,0.772146996,3
6,0.3,0.1,2,580,0.647,903090,50,7.5,0.850382154,493.2216492,42.51910769,0.550197253,3
7,0.3,0.1,2,483,0.764,903090,50,7.5,0.850382154,410.7345803,42.51910769,0.649691965,3
8,0.3,0.1,2,168,0.961,903090,50,7.5,0.850382154,142.8642018,42.51910769,0.81721725,3
9,0.3,0.1,2,328,0.742,903090,50,7.5,0.850382154,278.9253464,42.51910769,0.630983558,3
10,0.3,0.1,2,620,0.817,903090,50,7.5,0.850382154,527.2369353,42.51910769,0.69476222,3
11,0.3,0.1,2,445,0.835,903090,50,7.5,0.850382154,378.4200584,42.51910769,0.710069098,3
12,0.3,0.1,2,443,0.762,903090,50,7.5,0.850382154,376.7192941,42.51910769,0.647991201,3
13,0.3,0.1,2,446,0.746,903090,50,7.5,0.850382154,379.2704406,42.51910769,0.634385087,3
14,0.3,0.1,2,725,0.837,903090,50,7.5,0.850382154,616.5270615,42.51910769,0.711769863,3
15,0.3,0.1,2,364,0.831,903090,50,7.5,0.850382154,309.539104,42.51910769,0.70666757,3
16,0.3,0.1,2,645,0.838,903090,50,7.5,0.850382154,548.4964892,42.51910769,0.712620245,3
17,0.3,0.1,2,347,0.715,903090,50,7.5,0.850382154,295.0826074,42.51910769,0.60802324,3
18,0.3,0.1,2,666,0.742,903090,50,7.5,0.850382154,566.3545144,42.51910769,0.630983558,3
19,0.3,0.1,2,185,0.941,903090,50,7.5,0.850382154,157.3206984,42.51910769,0.800209607,3
20,0.3,0.1,2,998,0.677,903090,50,7.5,0.850382154,848.6813895,42.51910769,0.575708718,3
21,0.3,0.1,2,715,0.866,903090,50,7.5,0.850382154,608.0232399,42.51910769,0.736430945,3
22,0.3,0.1,2,1085,0.509,903090,50,7.5,0.850382154,922.6646368,42.51910769,0.432844516,3
23,0.3,0.1,2,205,0.761,903090,50,7.5,0.850382154,174.3283415,42.51910769,0.647140819,3
24,0.3,0.1,2,279,0.949,903090,50,7.5,0.850382154,237.2566209,42.51910769,0.807012664,3
25,0.3,0.1,2,357,0.823,903090,50,7.5,0.850382154,303.5864289,42.51910769,0.699864513,3
26,0.3,0.1,2,623,0.692,903090,50,7.5,0.850382154,529.7880818,42.51910769,0.58846445,3
27,0.3,0.1,2,363,0.526,903090,50,7.5,0.850382154,308.6887218,42.51910769,0.447301013,3
28,0.3,0.1,2,184,0.802,903090,50,7.5,0.850382154,156.4703163,42.51910769,0.682006487,3
29,0.3,0.1,2,443,0.819,903090,50,7.5,0.850382154,376.7192941,42.51910769,0.696462984,3
30,0.3,0.1,2,577,0.905,903090,50,7.5,0.850382154,490.6705027,42.51910769,0.769595849,3
31,0.3,0.1,2,632,0.843,903090,50,7.5,0.850382154,537.4415212,42.51910769,0.716872156,3
32,0.3,0.1,2,424,0.831,903090,50,7.5,0.850382154,360.5620332,42.51910769,0.70666757,3
33,0.3,0.1,2,398,0.831,903090,50,7.5,0.850382154,338.4520972,42.51910769,0.70666757,3
34,0.3,0.1,2,525,0.867,903090,50,7.5,0.850382154,446.4506307,42.51910769,0.737281327,3
35,0.3,0.1,2,241,0.884,903090,50,7.5,0.850382154,204.9420991,42.51910769,0.751737824,3
36,0.3,0.1,2,576,0.871,903090,50,7.5,0.850382154,489.8201206,42.51910769,0.740682856,3
37,0.3,0.1,2,413,0.839,903090,50,7.5,0.850382154,351.2078295,42.51910769,0.713470627,3
38,0.3,0.1,2,735,0.775,903090,50,7.5,0.850382154,625.030883,42.51910769,0.659046169,3
39,0.3,0.1,2,279,0.914,903090,50,7.5,0.850382154,237.2566209,42.51910769,0.777249289,3
40,0.3,0.1,2,343,0.905,903090,50,7.5,0.850382154,291.6810787,42.51910769,0.769595849,3
41,0.3,0.1,2,996,0.722,903090,50,7.5,0.850382154,846.9806252,42.51910769,0.613975915,3
42,0.3,0.1,2,603,0.827,903090,50,7.5,0.850382154,512.7804387,42.51910769,0.703266041,3
43,0.3,0.1,2,689,0.698,903090,50,7.5,0.850382154,585.913304,42.51910769,0.593566743,3
44,0.3,0.1,2,703,0.62,903090,50,7.5,0.850382154,597.8186541,42.51910769,0.527236935,3
45,0.3,0.1,2,695,0.713,903090,50,7.5,0.850382154,591.0155969,42.51910769,0.606322476,3
46,0.3,0.1,2,405,0.771,903090,50,7.5,0.850382154,344.4047723,42.51910769,0.655644641,3
47,0.3,0.1,2,513,0.814,903090,50,7.5,0.850382154,436.2460449,42.51910769,0.692211073,3
48,0.3,0.1,2,528,0.857,903090,50,7.5,0.850382154,449.0017772,42.51910769,0.728777506,3
49,0.3,0.1,2,428,0.901,903090,50,7.5,0.850382154,363.9635618,42.51910769,0.766194321,3
50,0.3,0.1,2,409,0.888,903090,50,7.5,0.850382154,347.8063009,42.51910769,0.755139353,3
1,0.3,0.1,3,448,0.755,1098894,77,7.5,1.03475827,463.5717052,79.67638683,0.781242494,3
2,0.3,0.1,3,446,0.842,1098894,77,7.5,1.03475827,461.5021886,79.67638683,0.871266464,3
3,0.3,0.1,3,449,0.842,1098894,77,7.5,1.03475827,464.6064634,79.67638683,0.871266464,3
4,0.3,0.1,3,520,0.748,1098894,77,7.5,1.03475827,538.0743007,79.67638683,0.773999186,3
5,0.3,0.1,3,243,0.884,1098894,77,7.5,1.03475827,251.4462597,79.67638683,0.914726311,3
6,0.3,0.1,3,110,0.705,1098894,77,7.5,1.03475827,113.8234098,79.67638683,0.729504581,3
7,0.3,0.1,3,818,0.689,1098894,77,7.5,1.03475827,846.4322653,79.67638683,0.712948448,3
8,0.3,0.1,3,271,0.864,1098894,77,7.5,1.03475827,280.4194913,79.67638683,0.894031146,3
9,0.3,0.1,3,440,0.907,1098894,77,7.5,1.03475827,455.293639,79.67638683,0.938525751,3
10,0.3,0.1,3,198,0.931,1098894,77,7.5,1.03475827,204.8821376,79.67638683,0.96335995,3
11,0.3,0.1,3,268,0.803,1098894,77,7.5,1.03475827,277.3152165,79.67638683,0.830910891,3
12,0.3,0.1,3,411,0.847,1098894,77,7.5,1.03475827,425.2856492,79.67638683,0.876440255,3
13,0.3,0.1,3,165,0.877,1098894,77,7.5,1.03475827,170.7351146,79.67638683,0.907483003,3
14,0.3,0.1,3,509,0.875,1098894,77,7.5,1.03475827,526.6919597,79.67638683,0.905413487,3
15,0.3,0.1,3,437,0.926,1098894,77,7.5,1.03475827,452.1893642,79.67638683,0.958186158,3
16,0.3,0.1,3,316,0.775,1098894,77,7.5,1.03475827,326.9836135,79.67638683,0.80193766,3
17,0.3,0.1,3,518,0.756,1098894,77,7.5,1.03475827,536.0047841,79.67638683,0.782277252,3
18,0.3,0.1,3,491,0.601,1098894,77,7.5,1.03475827,508.0663108,79.67638683,0.621889721,3
19,0.3,0.1,3,558,0.875,1098894,77,7.5,1.03475827,577.3951149,79.67638683,0.905413487,3
20,0.3,0.1,3,100,0.857,1098894,77,7.5,1.03475827,103.475827,79.67638683,0.886787838,3
21,0.3,0.1,3,616,0.762,1098894,77,7.5,1.03475827,637.4110946,79.67638683,0.788485802,3
22,0.3,0.1,3,198,0.855,1098894,77,7.5,1.03475827,204.8821376,79.67638683,0.884718321,3
23,0.3,0.1,3,829,0.576,1098894,77,7.5,1.03475827,857.8146062,79.67638683,0.596020764,3
24,0.3,0.1,3,555,0.667,1098894,77,7.5,1.03475827,574.2908401,79.67638683,0.690183766,3
25,0.3,0.1,3,252,0.899,1098894,77,7.5,1.03475827,260.7590842,79.67638683,0.930247685,3
26,0.3,0.1,3,503,0.775,1098894,77,7.5,1.03475827,520.4834101,79.67638683,0.80193766,3
27,0.3,0.1,3,451,0.876,1098894,77,7.5,1.03475827,466.67598,79.67638683,0.906448245,3
28,0.3,0.1,3,157,0.722,1098894,77,7.5,1.03475827,162.4570485,79.67638683,0.747095471,3
29,0.3,0.1,3,553,0.699,1098894,77,7.5,1.03475827,572.2213236,79.67638683,0.723296031,3
30,0.3,0.1,3,117,0.8,1098894,77,7.5,1.03475827,121.0667176,79.67638683,0.827806616,3
31,0.3,0.1,3,340,0.919,1098894,77,7.5,1.03475827,351.817812,79.67638683,0.950942851,3
32,0.3,0.1,3,542,0.739,1098894,77,7.5,1.03475827,560.8389826,79.67638683,0.764686362,3
33,0.3,0.1,3,326,0.799,1098894,77,7.5,1.03475827,337.3311962,79.67638683,0.826771858,3
34,0.3,0.1,3,233,0.787,1098894,77,7.5,1.03475827,241.098677,79.67638683,0.814354759,3
35,0.3,0.1,3,259,0.906,1098894,77,7.5,1.03475827,268.0023921,79.67638683,0.937490993,3
36,0.3,0.1,3,329,0.796,1098894,77,7.5,1.03475827,340.435471,79.67638683,0.823667583,3
37,0.3,0.1,3,272,0.613,1098894,77,7.5,1.03475827,281.4542496,79.67638683,0.63430682,3
38,0.3,0.1,3,278,0.877,1098894,77,7.5,1.03475827,287.6627992,79.67638683,0.907483003,3
39,0.3,0.1,3,355,0.885,1098894,77,7.5,1.03475827,367.339186,79.67638683,0.915761069,3
40,0.3,0.1,3,517,0.817,1098894,77,7.5,1.03475827,534.9700258,79.67638683,0.845397507,3
41,0.3,0.1,3,498,0.863,1098894,77,7.5,1.03475827,515.3096187,79.67638683,0.892996387,3
42,0.3,0.1,3,84,0.943,1098894,77,7.5,1.03475827,86.91969472,79.67638683,0.975777049,3
43,0.3,0.1,3,163,0.932,1098894,77,7.5,1.03475827,168.6655981,79.67638683,0.964394708,3
44,0.3,0.1,3,567,0.819,1098894,77,7.5,1.03475827,586.7079394,79.67638683,0.847467024,3
45,0.3,0.1,3,393,0.886,1098894,77,7.5,1.03475827,406.6600003,79.67638683,0.916795828,3
46,0.3,0.1,3,396,0.871,1098894,77,7.5,1.03475827,409.7642751,79.67638683,0.901274454,3
47,0.3,0.1,3,237,0.862,1098894,77,7.5,1.03475827,245.2377101,79.67638683,0.891961629,3
48,0.3,0.1,3,97,0.783,1098894,77,7.5,1.03475827,100.3715522,79.67638683,0.810215726,3
49,0.3,0.1,3,603,0.845,1098894,77,7.5,1.03475827,623.9592371,79.67638683,0.874370739,3
50,0.3,0.1,3,381,0.851,1098894,77,7.5,1.03475827,394.2429011,79.67638683,0.880579288,3
51,0.3,0.1,3,389,0.795,1098894,77,7.5,1.03475827,402.5209672,79.67638683,0.822632825,3
52,0.3,0.1,3,264,0.969,1098894,77,7.5,1.03475827,273.1761834,79.67638683,1.002680764,3
53,0.3,0.1,3,538,0.68,1098894,77,7.5,1.03475827,556.6999495,79.67638683,0.703635624,3
54,0.3,0.1,3,378,0.831,1098894,77,7.5,1.03475827,391.1386262,79.67638683,0.859884123,3
55,0.3,0.1,3,608,0.844,1098894,77,7.5,1.03475827,629.1330285,79.67638683,0.87333598,3
56,0.3,0.1,3,200,0.891,1098894,77,7.5,1.03475827,206.9516541,79.67638683,0.921969619,3
57,0.3,0.1,3,608,0.764,1098894,77,7.5,1.03475827,629.1330285,79.67638683,0.790555319,3
58,0.3,0.1,3,344,0.908,1098894,77,7.5,1.03475827,355.956845,79.67638683,0.93956051,3
59,0.3,0.1,3,391,0.794,1098894,77,7.5,1.03475827,404.5904838,79.67638683,0.821598067,3
60,0.3,0.1,3,453,0.748,1098894,77,7.5,1.03475827,468.7454965,79.67638683,0.773999186,3
61,0.3,0.1,3,694,0.816,1098894,77,7.5,1.03475827,718.1222397,79.67638683,0.844362749,3
62,0.3,0.1,3,567,0.686,1098894,77,7.5,1.03475827,586.7079394,79.67638683,0.709844174,3
63,0.3,0.1,3,88,0.968,1098894,77,7.5,1.03475827,91.0587278,79.67638683,1.001646006,3
64,0.3,0.1,3,619,0.728,1098894,77,7.5,1.03475827,640.5153694,79.67638683,0.753304021,3
65,0.3,0.1,3,722,0.716,1098894,77,7.5,1.03475827,747.0954713,79.67638683,0.740886922,3
66,0.3,0.1,3,102,0.987,1098894,77,7.5,1.03475827,105.5453436,79.67638683,1.021306413,3
67,0.3,0.1,3,533,0.734,1098894,77,7.5,1.03475827,551.5261582,79.67638683,0.759512571,3
68,0.3,0.1,3,207,0.943,1098894,77,7.5,1.03475827,214.194962,79.67638683,0.975777049,3
69,0.3,0.1,3,259,0.776,1098894,77,7.5,1.03475827,268.0023921,79.67638683,0.802972418,3
70,0.3,0.1,3,214,0.748,1098894,77,7.5,1.03475827,221.4382699,79.67638683,0.773999186,3
71,0.3,0.1,3,330,0.892,1098894,77,7.5,1.03475827,341.4702293,79.67638683,0.923004377,3
72,0.3,0.1,3,289,0.947,1098894,77,7.5,1.03475827,299.0451402,79.67638683,0.979916082,3
73,0.3,0.1,3,519,0.575,1098894,77,7.5,1.03475827,537.0395424,79.67638683,0.594986006,3
74,0.3,0.1,3,233,0.936,1098894,77,7.5,1.03475827,241.098677,79.67638683,0.968533741,3
75,0.3,0.1,3,280,0.953,1098894,77,7.5,1.03475827,289.7323157,79.67638683,0.986124632,3
76,0.3,0.1,3,145,0.939,1098894,77,7.5,1.03475827,150.0399492,79.67638683,0.971638016,3
77,0.3,0.1,3,349,0.921,1098894,77,7.5,1.03475827,361.1306364,79.67638683,0.953012367,3
1,0.7,0.1,1,152,0.924,941494,138,7.5,0.886544747,134.7548015,122.3431751,0.819167346,3
2,0.7,0.1,1,327,0.906,941494,138,7.5,0.886544747,289.9001322,122.3431751,0.803209541,3
3,0.7,0.1,1,294,0.92,941494,138,7.5,0.886544747,260.6441556,122.3431751,0.815621167,3
4,0.7,0.1,1,135,0.898,941494,138,7.5,0.886544747,119.6835408,122.3431751,0.796117183,3
5,0.7,0.1,1,83,0.946,941494,138,7.5,0.886544747,73.58321399,122.3431751,0.838671331,3
6,0.7,0.1,1,80,0.944,941494,138,7.5,0.886544747,70.92357975,122.3431751,0.836898241,3
7,0.7,0.1,1,294,0.829,941494,138,7.5,0.886544747,260.6441556,122.3431751,0.734945595,3
8,0.7,0.1,1,204,0.878,941494,138,7.5,0.886544747,180.8551284,122.3431751,0.778386288,3
9,0.7,0.1,1,676,0.804,941494,138,7.5,0.886544747,599.3042489,122.3431751,0.712781977,3
10,0.7,0.1,1,774,0.777,941494,138,7.5,0.886544747,686.1856341,122.3431751,0.688845268,3
11,0.7,0.1,1,728,0.814,941494,138,7.5,0.886544747,645.4045757,122.3431751,0.721647424,3
12,0.7,0.1,1,380,0.854,941494,138,7.5,0.886544747,336.8870038,122.3431751,0.757109214,3
13,0.7,0.1,1,433,0.885,941494,138,7.5,0.886544747,383.8738754,122.3431751,0.784592101,3
14,0.7,0.1,1,100,0.907,941494,138,7.5,0.886544747,88.65447469,122.3431751,0.804096085,3
15,0.7,0.1,1,413,0.804,941494,138,7.5,0.886544747,366.1429805,122.3431751,0.712781977,3
16,0.7,0.1,1,385,0.816,941494,138,7.5,0.886544747,341.3197276,122.3431751,0.723420513,3
17,0.7,0.1,1,321,0.883,941494,138,7.5,0.886544747,284.5808638,122.3431751,0.782819012,3
18,0.7,0.1,1,622,0.597,941494,138,7.5,0.886544747,551.4308326,122.3431751,0.529267214,3
19,0.7,0.1,1,475,0.769,941494,138,7.5,0.886544747,421.1087548,122.3431751,0.68175291,3
20,0.7,0.1,1,578,0.783,941494,138,7.5,0.886544747,512.4228637,122.3431751,0.694164537,3
21,0.7,0.1,1,263,0.802,941494,138,7.5,0.886544747,233.1612684,122.3431751,0.711008887,3
22,0.7,0.1,1,141,0.63,941494,138,7.5,0.886544747,125.0028093,122.3431751,0.558523191,3
23,0.7,0.1,1,324,0.923,941494,138,7.5,0.886544747,287.240498,122.3431751,0.818280801,3
24,0.7,0.1,1,521,0.865,941494,138,7.5,0.886544747,461.8898131,122.3431751,0.766861206,3
25,0.7,0.1,1,275,0.894,941494,138,7.5,0.886544747,243.7998054,122.3431751,0.792571004,3
26,0.7,0.1,1,438,0.922,941494,138,7.5,0.886544747,388.3065991,122.3431751,0.817394257,3
27,0.7,0.1,1,269,0.915,941494,138,7.5,0.886544747,238.4805369,122.3431751,0.811188443,3
28,0.7,0.1,1,203,0.946,941494,138,7.5,0.886544747,179.9685836,122.3431751,0.838671331,3
29,0.7,0.1,1,762,0.839,941494,138,7.5,0.886544747,675.5470971,122.3431751,0.743811043,3
30,0.7,0.1,1,181,0.93,941494,138,7.5,0.886544747,160.4645992,122.3431751,0.824486615,3
31,0.7,0.1,1,252,0.924,941494,138,7.5,0.886544747,223.4092762,122.3431751,0.819167346,3
32,0.7,0.1,1,488,0.699,941494,138,7.5,0.886544747,432.6338365,122.3431751,0.619694778,3
33,0.7,0.1,1,292,0.84,941494,138,7.5,0.886544747,258.8710661,122.3431751,0.744697587,3
34,0.7,0.1,1,348,0.925,941494,138,7.5,0.886544747,308.5175719,122.3431751,0.820053891,3
35,0.7,0.1,1,155,0.967,941494,138,7.5,0.886544747,137.4144358,122.3431751,0.85728877,3
36,0.7,0.1,1,647,0.845,941494,138,7.5,0.886544747,573.5944512,122.3431751,0.749130311,3
37,0.7,0.1,1,379,0.86,941494,138,7.5,0.886544747,336.0004591,122.3431751,0.762428482,3
38,0.7,0.1,1,201,0.915,941494,138,7.5,0.886544747,178.1954941,122.3431751,0.811188443,3
39,0.7,0.1,1,234,0.92,941494,138,7.5,0.886544747,207.4514708,122.3431751,0.815621167,3
40,0.7,0.1,1,199,0.918,941494,138,7.5,0.886544747,176.4224046,122.3431751,0.813848078,3
41,0.7,0.1,1,307,0.913,941494,138,7.5,0.886544747,272.1692373,122.3431751,0.809415354,3
42,0.7,0.1,1,183,0.931,941494,138,7.5,0.886544747,162.2376887,122.3431751,0.825373159,3
43,0.7,0.1,1,171,0.978,941494,138,7.5,0.886544747,151.5991517,122.3431751,0.867040762,3
44,0.7,0.1,1,210,0.965,941494,138,7.5,0.886544747,186.1743969,122.3431751,0.855515681,3
45,0.7,0.1,1,582,0.79,941494,138,7.5,0.886544747,515.9690427,122.3431751,0.70037035,3
46,0.7,0.1,1,601,0.755,941494,138,7.5,0.886544747,532.8133929,122.3431751,0.669341284,3
47,0.7,0.1,1,158,0.927,941494,138,7.5,0.886544747,140.07407,122.3431751,0.82182698,3
48,0.7,0.1,1,357,0.785,941494,138,7.5,0.886544747,316.4964746,122.3431751,0.695937626,3
49,0.7,0.1,1,487,0.819,941494,138,7.5,0.886544747,431.7472917,122.3431751,0.726080148,3
50,0.7,0.1,1,487,0.705,941494,138,7.5,0.886544747,431.7472917,122.3431751,0.625014047,3
51,0.7,0.1,1,713,0.645,941494,138,7.5,0.886544747,632.1064045,122.3431751,0.571821362,3
52,0.7,0.1,1,907,0.817,941494,138,7.5,0.886544747,804.0960854,122.3431751,0.724307058,3
53,0.7,0.1,1,289,0.717,941494,138,7.5,0.886544747,256.2114319,122.3431751,0.635652584,3
54,0.7,0.1,1,214,0.763,941494,138,7.5,0.886544747,189.7205758,122.3431751,0.676433642,3
55,0.7,0.1,1,340,0.853,941494,138,7.5,0.886544747,301.4252139,122.3431751,0.756222669,3
56,0.7,0.1,1,199,0.936,941494,138,7.5,0.886544747,176.4224046,122.3431751,0.829805883,3
57,0.7,0.1,1,251,0.725,941494,138,7.5,0.886544747,222.5227315,122.3431751,0.642744942,3
58,0.7,0.1,1,240,0.88,941494,138,7.5,0.886544747,212.7707393,122.3431751,0.780159377,3
59,0.7,0.1,1,821,0.738,941494,138,7.5,0.886544747,727.8532372,122.3431751,0.654270023,3
60,0.7,0.1,1,424,0.926,941494,138,7.5,0.886544747,375.8949727,122.3431751,0.820940436,3
61,0.7,0.1,1,242,0.84,941494,138,7.5,0.886544747,214.5438288,122.3431751,0.744697587,3
62,0.7,0.1,1,517,0.688,941494,138,7.5,0.886544747,458.3436342,122.3431751,0.609942786,3
63,0.7,0.1,1,217,0.787,941494,138,7.5,0.886544747,192.3802101,122.3431751,0.697710716,3
64,0.7,0.1,1,358,0.872,941494,138,7.5,0.886544747,317.3830194,122.3431751,0.773067019,3
65,0.7,0.1,1,332,0.929,941494,138,7.5,0.886544747,294.332856,122.3431751,0.82360007,3
66,0.7,0.1,1,82,0.915,941494,138,7.5,0.886544747,72.69666925,122.3431751,0.811188443,3
67,0.7,0.1,1,168,0.915,941494,138,7.5,0.886544747,148.9395175,122.3431751,0.811188443,3
68,0.7,0.1,1,333,0.824,941494,138,7.5,0.886544747,295.2194007,122.3431751,0.730512871,3
69,0.7,0.1,1,216,0.905,941494,138,7.5,0.886544747,191.4936653,122.3431751,0.802322996,3
70,0.7,0.1,1,149,0.874,941494,138,7.5,0.886544747,132.0951673,122.3431751,0.774840109,3
71,0.7,0.1,1,256,0.711,941494,138,7.5,0.886544747,226.9554552,122.3431751,0.630333315,3
72,0.7,0.1,1,320,0.733,941494,138,7.5,0.886544747,283.694319,122.3431751,0.649837299,3
73,0.7,0.1,1,660,0.879,941494,138,7.5,0.886544747,585.119533,122.3431751,0.779272833,3
74,0.7,0.1,1,298,0.828,941494,138,7.5,0.886544747,264.1903346,122.3431751,0.73405905,3
75,0.7,0.1,1,492,0.742,941494,138,7.5,0.886544747,436.1800155,122.3431751,0.657816202,3
76,0.7,0.1,1,738,0.755,941494,138,7.5,0.886544747,654.2700232,122.3431751,0.669341284,3
77,0.7,0.1,1,502,0.835,941494,138,7.5,0.886544747,445.0454629,122.3431751,0.740264864,3
78,0.7,0.1,1,378,0.697,941494,138,7.5,0.886544747,335.1139143,122.3431751,0.617921689,3
79,0.7,0.1,1,783,0.836,941494,138,7.5,0.886544747,694.1645368,122.3431751,0.741151408,3
80,0.7,0.1,1,190,0.914,941494,138,7.5,0.886544747,168.4435019,122.3431751,0.810301899,3
81,0.7,0.1,1,516,0.77,941494,138,7.5,0.886544747,457.4570894,122.3431751,0.682639455,3
82,0.7,0.1,1,245,0.944,941494,138,7.5,0.886544747,217.203463,122.3431751,0.836898241,3
83,0.7,0.1,1,164,0.854,941494,138,7.5,0.886544747,145.3933385,122.3431751,0.757109214,3
84,0.7,0.1,1,239,0.798,941494,138,7.5,0.886544747,211.8841945,122.3431751,0.707462708,3
85,0.7,0.1,1,365,0.903,941494,138,7.5,0.886544747,323.5888326,122.3431751,0.800549906,3
86,0.7,0.1,1,327,0.837,941494,138,7.5,0.886544747,289.9001322,122.3431751,0.742037953,3
87,0.7,0.1,1,285,0.824,941494,138,7.5,0.886544747,252.6652529,122.3431751,0.730512871,3
88,0.7,0.1,1,320,0.941,941494,138,7.5,0.886544747,283.694319,122.3431751,0.834238607,3
89,0.7,0.1,1,250,0.725,941494,138,7.5,0.886544747,221.6361867,122.3431751,0.642744942,3
90,0.7,0.1,1,370,0.71,941494,138,7.5,0.886544747,328.0215564,122.3431751,0.62944677,3
91,0.7,0.1,1,233,0.729,941494,138,7.5,0.886544747,206.564926,122.3431751,0.64629112,3
92,0.7,0.1,1,113,0.773,941494,138,7.5,0.886544747,100.1795564,122.3431751,0.685299089,3
93,0.7,0.1,1,528,0.652,941494,138,7.5,0.886544747,468.0956264,122.3431751,0.578027175,3
94,0.7,0.1,1,522,0.789,941494,138,7.5,0.886544747,462.7763579,122.3431751,0.699483805,3
95,0.7,0.1,1,231,0.944,941494,138,7.5,0.886544747,204.7918365,122.3431751,0.836898241,3
96,0.7,0.1,1,384,0.905,941494,138,7.5,0.886544747,340.4331828,122.3431751,0.802322996,3
97,0.7,0.1,1,95,0.862,941494,138,7.5,0.886544747,84.22175096,122.3431751,0.764201572,3
98,0.7,0.1,1,251,0.967,941494,138,7.5,0.886544747,222.5227315,122.3431751,0.85728877,3
99,0.7,0.1,1,96,0.929,941494,138,7.5,0.886544747,85.1082957,122.3431751,0.82360007,3
100,0.7,0.1,1,539,0.887,941494,138,7.5,0.886544747,477.8476186,122.3431751,0.786365191,3
101,0.7,0.1,1,657,0.714,941494,138,7.5,0.886544747,582.4598987,122.3431751,0.632992949,3
102,0.7,0.1,1,200,0.899,941494,138,7.5,0.886544747,177.3089494,122.3431751,0.797003727,3
103,0.7,0.1,1,204,0.837,941494,138,7.5,0.886544747,180.8551284,122.3431751,0.742037953,3
104,0.7,0.1,1,612,0.716,941494,138,7.5,0.886544747,542.5653851,122.3431751,0.634766039,3
105,0.7,0.1,1,178,0.927,941494,138,7.5,0.886544747,157.8049649,122.3431751,0.82182698,3
106,0.7,0.1,1,470,0.793,941494,138,7.5,0.886544747,416.676031,122.3431751,0.703029984,3
107,0.7,0.1,1,241,0.651,941494,138,7.5,0.886544747,213.657284,122.3431751,0.57714063,3
108,0.7,0.1,1,309,0.858,941494,138,7.5,0.886544747,273.9423268,122.3431751,0.760655393,3
109,0.7,0.1,1,207,0.902,941494,138,7.5,0.886544747,183.5147626,122.3431751,0.799663362,3
110,0.7,0.1,1,460,0.883,941494,138,7.5,0.886544747,407.8105836,122.3431751,0.782819012,3
111,0.7,0.1,1,713,0.731,941494,138,7.5,0.886544747,632.1064045,122.3431751,0.64806421,3
112,0.7,0.1,1,180,0.916,941494,138,7.5,0.886544747,159.5780544,122.3431751,0.812074988,3
113,0.7,0.1,1,244,0.853,941494,138,7.5,0.886544747,216.3169182,122.3431751,0.756222669,3
114,0.7,0.1,1,757,0.771,941494,138,7.5,0.886544747,671.1143734,122.3431751,0.683526,3
115,0.7,0.1,1,379,0.938,941494,138,7.5,0.886544747,336.0004591,122.3431751,0.831578973,3
116,0.7,0.1,1,451,0.792,941494,138,7.5,0.886544747,399.8316809,122.3431751,0.70214344,3
117,0.7,0.1,1,279,0.924,941494,138,7.5,0.886544747,247.3459844,122.3431751,0.819167346,3
118,0.7,0.1,1,246,0.932,941494,138,7.5,0.886544747,218.0900077,122.3431751,0.826259704,3
119,0.7,0.1,1,211,0.668,941494,138,7.5,0.886544747,187.0609416,122.3431751,0.592211891,3
120,0.7,0.1,1,417,0.946,941494,138,7.5,0.886544747,369.6891595,122.3431751,0.838671331,3
