numero,densidadb,densidadp,replica,tamano,circ,at,numCF,densidadp_porc,at_n,tamanoat2,numCFat2,circat2,densidadp_num
4,0.3,0.01,2,503,0.877,913550,59,0.7,0.860231667,432.6965287,50.75366838,0.754423172,1
5,0.3,0.01,2,246,0.895,913550,59,0.7,0.860231667,211.6169902,50.75366838,0.769907342,1
6,0.3,0.01,2,481,0.902,913550,59,0.7,0.860231667,413.7714321,50.75366838,0.775928964,1
7,0.3,0.01,2,464,0.873,913550,59,0.7,0.860231667,399.1474937,50.75366838,0.750982246,1
8,0.3,0.01,2,179,0.873,913550,59,0.7,0.860231667,153.9814685,50.75366838,0.750982246,1
9,0.3,0.01,2,457,0.882,913550,59,0.7,0.860231667,393.125872,50.75366838,0.758724331,1
10,0.3,0.01,2,182,0.875,913550,59,0.7,0.860231667,156.5621635,50.75366838,0.752702709,1
11,0.3,0.01,2,308,0.93,913550,59,0.7,0.860231667,264.9513536,50.75366838,0.800015451,1
12,0.3,0.01,2,356,0.917,913550,59,0.7,0.860231667,306.2424736,50.75366838,0.788832439,1
13,0.3,0.01,2,553,0.915,913550,59,0.7,0.860231667,475.7081121,50.75366838,0.787111976,1
14,0.3,0.01,2,389,0.85,913550,59,0.7,0.860231667,334.6301186,50.75366838,0.731196917,1
15,0.3,0.01,2,295,0.89,913550,59,0.7,0.860231667,253.7683419,50.75366838,0.765606184,1
16,0.3,0.01,2,740,0.615,913550,59,0.7,0.860231667,636.5714339,50.75366838,0.529042475,1
17,0.3,0.01,2,320,0.886,913550,59,0.7,0.860231667,275.2741336,50.75366838,0.762165257,1
18,0.3,0.01,2,514,0.908,913550,59,0.7,0.860231667,442.1590771,50.75366838,0.781090354,1
19,0.3,0.01,2,738,0.732,913550,59,0.7,0.860231667,634.8509706,50.75366838,0.629689581,1
20,0.3,0.01,2,213,0.92,913550,59,0.7,0.860231667,183.2293452,50.75366838,0.791413134,1
21,0.3,0.01,2,225,0.9,913550,59,0.7,0.860231667,193.5521252,50.75366838,0.774208501,1
22,0.3,0.01,2,306,0.951,913550,59,0.7,0.860231667,263.2308902,50.75366838,0.818080316,1
23,0.3,0.01,2,361,0.9,913550,59,0.7,0.860231667,310.543632,50.75366838,0.774208501,1
24,0.3,0.01,2,399,0.902,913550,59,0.7,0.860231667,343.2324353,50.75366838,0.775928964,1
25,0.3,0.01,2,275,0.928,913550,59,0.7,0.860231667,236.5637086,50.75366838,0.798294987,1
26,0.3,0.01,2,509,0.802,913550,59,0.7,0.860231667,437.8579187,50.75366838,0.689905797,1
27,0.3,0.01,2,483,0.852,913550,59,0.7,0.860231667,415.4918954,50.75366838,0.732917381,1
28,0.3,0.01,2,413,0.937,913550,59,0.7,0.860231667,355.2756787,50.75366838,0.806037072,1
29,0.3,0.01,2,440,0.84,913550,59,0.7,0.860231667,378.5019337,50.75366838,0.722594601,1
30,0.3,0.01,2,341,0.87,913550,59,0.7,0.860231667,293.3389986,50.75366838,0.748401551,1
31,0.3,0.01,2,204,0.656,913550,59,0.7,0.860231667,175.4872602,50.75366838,0.564311974,1
32,0.3,0.01,2,830,0.697,913550,59,0.7,0.860231667,713.992284,50.75366838,0.599581472,1
33,0.3,0.01,2,110,0.985,913550,59,0.7,0.860231667,94.62548342,50.75366838,0.847328192,1
34,0.3,0.01,2,209,0.923,913550,59,0.7,0.860231667,179.7884185,50.75366838,0.793993829,1
35,0.3,0.01,2,391,0.868,913550,59,0.7,0.860231667,336.350582,50.75366838,0.746681087,1
36,0.3,0.01,2,616,0.82,913550,59,0.7,0.860231667,529.9027072,50.75366838,0.705389967,1
37,0.3,0.01,2,283,0.879,913550,59,0.7,0.860231667,243.4455619,50.75366838,0.756143636,1
38,0.3,0.01,2,315,0.91,913550,59,0.7,0.860231667,270.9729753,50.75366838,0.782810817,1
39,0.3,0.01,2,631,0.82,913550,59,0.7,0.860231667,542.8061822,50.75366838,0.705389967,1
40,0.3,0.01,2,287,0.908,913550,59,0.7,0.860231667,246.8864886,50.75366838,0.781090354,1
41,0.3,0.01,2,477,0.882,913550,59,0.7,0.860231667,410.3305054,50.75366838,0.758724331,1
42,0.3,0.01,2,89,0.933,913550,59,0.7,0.860231667,76.56061841,50.75366838,0.802596146,1
43,0.3,0.01,2,98,0.918,913550,59,0.7,0.860231667,84.30270341,50.75366838,0.789692671,1
44,0.3,0.01,2,159,0.9,913550,59,0.7,0.860231667,136.7768351,50.75366838,0.774208501,1
45,0.3,0.01,2,522,0.915,913550,59,0.7,0.860231667,449.0409304,50.75366838,0.787111976,1
46,0.3,0.01,2,749,0.838,913550,59,0.7,0.860231667,644.3135189,50.75366838,0.720874137,1
47,0.3,0.01,2,558,0.871,913550,59,0.7,0.860231667,480.0092705,50.75366838,0.749261782,1
48,0.3,0.01,2,379,0.96,913550,59,0.7,0.860231667,326.027802,50.75366838,0.825822401,1
49,0.3,0.01,2,176,0.917,913550,59,0.7,0.860231667,151.4007735,50.75366838,0.788832439,1
50,0.3,0.01,2,350,0.887,913550,59,0.7,0.860231667,301.0810836,50.75366838,0.763025489,1
51,0.3,0.01,2,351,0.809,913550,59,0.7,0.860231667,301.9413153,50.75366838,0.695927419,1
52,0.3,0.01,2,141,0.975,913550,59,0.7,0.860231667,121.2926651,50.75366838,0.838725876,1
53,0.3,0.01,2,106,0.92,913550,59,0.7,0.860231667,91.18455675,50.75366838,0.791413134,1
54,0.3,0.01,2,145,0.929,913550,59,0.7,0.860231667,124.7335918,50.75366838,0.799155219,1
55,0.3,0.01,2,156,0.87,913550,59,0.7,0.860231667,134.1961401,50.75366838,0.748401551,1
56,0.3,0.01,2,461,0.843,913550,59,0.7,0.860231667,396.5667987,50.75366838,0.725175296,1
57,0.3,0.01,2,270,0.919,913550,59,0.7,0.860231667,232.2625502,50.75366838,0.790552902,1
58,0.3,0.01,2,972,0.732,913550,59,0.7,0.860231667,836.1451808,50.75366838,0.629689581,1
59,0.3,0.01,2,213,0.908,913550,59,0.7,0.860231667,183.2293452,50.75366838,0.781090354,1
1,0.3,0.01,3,148,0.881,968100,66,0.7,0.911597917,134.9164917,60.16546254,0.803117765,1
2,0.3,0.01,3,720,0.776,968100,66,0.7,0.911597917,656.3505004,60.16546254,0.707399984,1
3,0.3,0.01,3,521,0.874,968100,66,0.7,0.911597917,474.9425149,60.16546254,0.79673658,1
4,0.3,0.01,3,357,0.855,968100,66,0.7,0.911597917,325.4404565,60.16546254,0.779416219,1
5,0.3,0.01,3,605,0.85,968100,66,0.7,0.911597917,551.5167399,60.16546254,0.77485823,1
6,0.3,0.01,3,534,0.936,968100,66,0.7,0.911597917,486.7932878,60.16546254,0.853255651,1
7,0.3,0.01,3,224,0.976,968100,66,0.7,0.911597917,204.1979335,60.16546254,0.889719567,1
8,0.3,0.01,3,373,0.815,968100,66,0.7,0.911597917,340.0260231,60.16546254,0.742952303,1
9,0.3,0.01,3,173,0.932,968100,66,0.7,0.911597917,157.7064397,60.16546254,0.849609259,1
10,0.3,0.01,3,428,0.907,968100,66,0.7,0.911597917,390.1639086,60.16546254,0.826819311,1
11,0.3,0.01,3,350,0.858,968100,66,0.7,0.911597917,319.059271,60.16546254,0.782151013,1
12,0.3,0.01,3,646,0.834,968100,66,0.7,0.911597917,588.8922545,60.16546254,0.760272663,1
13,0.3,0.01,3,530,0.842,968100,66,0.7,0.911597917,483.1468961,60.16546254,0.767565446,1
14,0.3,0.01,3,237,0.887,968100,66,0.7,0.911597917,216.0487064,60.16546254,0.808587353,1
15,0.3,0.01,3,146,0.946,968100,66,0.7,0.911597917,133.0932959,60.16546254,0.86237163,1
16,0.3,0.01,3,329,0.905,968100,66,0.7,0.911597917,299.9157148,60.16546254,0.824996115,1
17,0.3,0.01,3,500,0.889,968100,66,0.7,0.911597917,455.7989586,60.16546254,0.810410548,1
18,0.3,0.01,3,422,0.81,968100,66,0.7,0.911597917,384.6943211,60.16546254,0.738394313,1
19,0.3,0.01,3,519,0.897,968100,66,0.7,0.911597917,473.119319,60.16546254,0.817703332,1
20,0.3,0.01,3,608,0.89,968100,66,0.7,0.911597917,554.2515337,60.16546254,0.811322146,1
21,0.3,0.01,3,808,0.839,968100,66,0.7,0.911597917,736.5711171,60.16546254,0.764830653,1
22,0.3,0.01,3,124,0.933,968100,66,0.7,0.911597917,113.0381417,60.16546254,0.850520857,1
23,0.3,0.01,3,166,0.926,968100,66,0.7,0.911597917,151.3252543,60.16546254,0.844139671,1
24,0.3,0.01,3,179,0.933,968100,66,0.7,0.911597917,163.1760272,60.16546254,0.850520857,1
25,0.3,0.01,3,396,0.933,968100,66,0.7,0.911597917,360.9927752,60.16546254,0.850520857,1
26,0.3,0.01,3,949,0.736,968100,66,0.7,0.911597917,865.1064234,60.16546254,0.670936067,1
27,0.3,0.01,3,524,0.906,968100,66,0.7,0.911597917,477.6773086,60.16546254,0.825907713,1
28,0.3,0.01,3,222,0.93,968100,66,0.7,0.911597917,202.3747376,60.16546254,0.847786063,1
29,0.3,0.01,3,427,0.919,968100,66,0.7,0.911597917,389.2523107,60.16546254,0.837758486,1
30,0.3,0.01,3,635,0.924,968100,66,0.7,0.911597917,578.8646774,60.16546254,0.842316476,1
31,0.3,0.01,3,101,0.782,968100,66,0.7,0.911597917,92.07138964,60.16546254,0.712869571,1
32,0.3,0.01,3,334,0.919,968100,66,0.7,0.911597917,304.4737044,60.16546254,0.837758486,1
33,0.3,0.01,3,285,0.869,968100,66,0.7,0.911597917,259.8054064,60.16546254,0.79217859,1
34,0.3,0.01,3,117,0.944,968100,66,0.7,0.911597917,106.6569563,60.16546254,0.860548434,1
35,0.3,0.01,3,550,0.836,968100,66,0.7,0.911597917,501.3788545,60.16546254,0.762095859,1
36,0.3,0.01,3,900,0.751,968100,66,0.7,0.911597917,820.4381255,60.16546254,0.684610036,1
37,0.3,0.01,3,352,0.951,968100,66,0.7,0.911597917,320.8824669,60.16546254,0.866929619,1
38,0.3,0.01,3,669,0.728,968100,66,0.7,0.911597917,609.8590066,60.16546254,0.663643284,1
39,0.3,0.01,3,98,0.98,968100,66,0.7,0.911597917,89.33659589,60.16546254,0.893365959,1
40,0.3,0.01,3,684,0.817,968100,66,0.7,0.911597917,623.5329754,60.16546254,0.744775498,1
41,0.3,0.01,3,170,0.916,968100,66,0.7,0.911597917,154.9716459,60.16546254,0.835023692,1
42,0.3,0.01,3,132,0.903,968100,66,0.7,0.911597917,120.3309251,60.16546254,0.823172919,1
43,0.3,0.01,3,640,0.782,968100,66,0.7,0.911597917,583.422667,60.16546254,0.712869571,1
44,0.3,0.01,3,666,0.793,968100,66,0.7,0.911597917,607.1242129,60.16546254,0.722897148,1
45,0.3,0.01,3,297,0.89,968100,66,0.7,0.911597917,270.7445814,60.16546254,0.811322146,1
46,0.3,0.01,3,451,0.884,968100,66,0.7,0.911597917,411.1306607,60.16546254,0.805852559,1
47,0.3,0.01,3,244,0.895,968100,66,0.7,0.911597917,222.4298918,60.16546254,0.815880136,1
48,0.3,0.01,3,577,0.905,968100,66,0.7,0.911597917,525.9919982,60.16546254,0.824996115,1
49,0.3,0.01,3,606,0.878,968100,66,0.7,0.911597917,552.4283378,60.16546254,0.800382971,1
50,0.3,0.01,3,544,0.847,968100,66,0.7,0.911597917,495.909267,60.16546254,0.772123436,1
51,0.3,0.01,3,259,0.95,968100,66,0.7,0.911597917,236.1038606,60.16546254,0.866018021,1
52,0.3,0.01,3,298,0.943,968100,66,0.7,0.911597917,271.6561793,60.16546254,0.859636836,1
53,0.3,0.01,3,555,0.911,968100,66,0.7,0.911597917,505.9368441,60.16546254,0.830465703,1
54,0.3,0.01,3,373,0.93,968100,66,0.7,0.911597917,340.0260231,60.16546254,0.847786063,1
55,0.3,0.01,3,316,0.907,968100,66,0.7,0.911597917,288.0649418,60.16546254,0.826819311,1
56,0.3,0.01,3,412,0.862,968100,66,0.7,0.911597917,375.5783419,60.16546254,0.785797405,1
57,0.3,0.01,3,596,0.89,968100,66,0.7,0.911597917,543.3123587,60.16546254,0.811322146,1
58,0.3,0.01,3,321,0.889,968100,66,0.7,0.911597917,292.6229314,60.16546254,0.810410548,1
59,0.3,0.01,3,237,0.898,968100,66,0.7,0.911597917,216.0487064,60.16546254,0.81861493,1
60,0.3,0.01,3,158,0.927,968100,66,0.7,0.911597917,144.0324709,60.16546254,0.845051269,1
61,0.3,0.01,3,348,0.828,968100,66,0.7,0.911597917,317.2360752,60.16546254,0.754803075,1
62,0.3,0.01,3,566,0.929,968100,66,0.7,0.911597917,515.9644212,60.16546254,0.846874465,1
63,0.3,0.01,3,115,0.969,968100,66,0.7,0.911597917,104.8337605,60.16546254,0.883338382,1
64,0.3,0.01,3,226,0.955,968100,66,0.7,0.911597917,206.0211293,60.16546254,0.870576011,1
65,0.3,0.01,3,492,0.776,968100,66,0.7,0.911597917,448.5061753,60.16546254,0.707399984,1
66,0.3,0.01,3,318,0.896,968100,66,0.7,0.911597917,289.8881377,60.16546254,0.816791734,1
1,0.7,0.01,1,559,0.9,1097000,111,0.7,1.032974812,577.4329197,114.6602041,0.929677331,1
2,0.7,0.01,1,212,0.877,1097000,111,0.7,1.032974812,218.9906601,114.6602041,0.90591891,1
3,0.7,0.01,1,219,0.976,1097000,111,0.7,1.032974812,226.2214838,114.6602041,1.008183416,1
4,0.7,0.01,1,363,0.926,1097000,111,0.7,1.032974812,374.9698566,114.6602041,0.956534676,1
5,0.7,0.01,1,382,0.787,1097000,111,0.7,1.032974812,394.5963781,114.6602041,0.812951177,1
6,0.7,0.01,1,295,0.924,1097000,111,0.7,1.032974812,304.7275694,114.6602041,0.954468726,1
7,0.7,0.01,1,286,0.905,1097000,111,0.7,1.032974812,295.4307961,114.6602041,0.934842205,1
8,0.7,0.01,1,374,0.776,1097000,111,0.7,1.032974812,386.3325796,114.6602041,0.801588454,1
9,0.7,0.01,1,413,0.812,1097000,111,0.7,1.032974812,426.6185972,114.6602041,0.838775547,1
10,0.7,0.01,1,153,0.931,1097000,111,0.7,1.032974812,158.0451462,114.6602041,0.96169955,1
11,0.7,0.01,1,260,0.92,1097000,111,0.7,1.032974812,268.573451,114.6602041,0.950336827,1
12,0.7,0.01,1,242,0.752,1097000,111,0.7,1.032974812,249.9799044,114.6602041,0.776797058,1
13,0.7,0.01,1,236,0.948,1097000,111,0.7,1.032974812,243.7820556,114.6602041,0.979260121,1
14,0.7,0.01,1,144,0.974,1097000,111,0.7,1.032974812,148.7483729,114.6602041,1.006117467,1
15,0.7,0.01,1,224,0.976,1097000,111,0.7,1.032974812,231.3863578,114.6602041,1.008183416,1
16,0.7,0.01,1,233,0.936,1097000,111,0.7,1.032974812,240.6831311,114.6602041,0.966864424,1
17,0.7,0.01,1,478,0.822,1097000,111,0.7,1.032974812,493.76196,114.6602041,0.849105295,1
18,0.7,0.01,1,333,0.894,1097000,111,0.7,1.032974812,343.9806123,114.6602041,0.923479482,1
19,0.7,0.01,1,306,0.894,1097000,111,0.7,1.032974812,316.0902924,114.6602041,0.923479482,1
20,0.7,0.01,1,235,0.924,1097000,111,0.7,1.032974812,242.7490807,114.6602041,0.954468726,1
21,0.7,0.01,1,219,0.879,1097000,111,0.7,1.032974812,226.2214838,114.6602041,0.907984859,1
22,0.7,0.01,1,148,0.959,1097000,111,0.7,1.032974812,152.8802721,114.6602041,0.990622844,1
23,0.7,0.01,1,382,0.936,1097000,111,0.7,1.032974812,394.5963781,114.6602041,0.966864424,1
24,0.7,0.01,1,146,0.911,1097000,111,0.7,1.032974812,150.8143225,114.6602041,0.941040053,1
25,0.7,0.01,1,233,0.944,1097000,111,0.7,1.032974812,240.6831311,114.6602041,0.975128222,1
26,0.7,0.01,1,238,0.944,1097000,111,0.7,1.032974812,245.8480052,114.6602041,0.975128222,1
27,0.7,0.01,1,428,0.798,1097000,111,0.7,1.032974812,442.1132194,114.6602041,0.8243139,1
28,0.7,0.01,1,221,0.851,1097000,111,0.7,1.032974812,228.2874334,114.6602041,0.879061565,1
29,0.7,0.01,1,852,0.836,1097000,111,0.7,1.032974812,880.0945396,114.6602041,0.863566943,1
30,0.7,0.01,1,209,0.923,1097000,111,0.7,1.032974812,215.8917356,114.6602041,0.953435751,1
31,0.7,0.01,1,305,0.93,1097000,111,0.7,1.032974812,315.0573176,114.6602041,0.960666575,1
32,0.7,0.01,1,833,0.786,1097000,111,0.7,1.032974812,860.4680181,114.6602041,0.811918202,1
33,0.7,0.01,1,261,0.977,1097000,111,0.7,1.032974812,269.6064259,114.6602041,1.009216391,1
34,0.7,0.01,1,240,0.944,1097000,111,0.7,1.032974812,247.9139548,114.6602041,0.975128222,1
35,0.7,0.01,1,145,0.929,1097000,111,0.7,1.032974812,149.7813477,114.6602041,0.9596336,1
36,0.7,0.01,1,496,0.808,1097000,111,0.7,1.032974812,512.3555066,114.6602041,0.834643648,1
37,0.7,0.01,1,264,0.898,1097000,111,0.7,1.032974812,272.7053503,114.6602041,0.927611381,1
38,0.7,0.01,1,247,0.891,1097000,111,0.7,1.032974812,255.1447785,114.6602041,0.920380557,1
39,0.7,0.01,1,676,0.92,1097000,111,0.7,1.032974812,698.2909727,114.6602041,0.950336827,1
40,0.7,0.01,1,263,0.938,1097000,111,0.7,1.032974812,271.6723755,114.6602041,0.968930373,1
41,0.7,0.01,1,283,0.632,1097000,111,0.7,1.032974812,292.3318717,114.6602041,0.652840081,1
42,0.7,0.01,1,178,0.906,1097000,111,0.7,1.032974812,183.8695165,114.6602041,0.935875179,1
43,0.7,0.01,1,184,0.927,1097000,111,0.7,1.032974812,190.0673654,114.6602041,0.95756765,1
44,0.7,0.01,1,473,0.752,1097000,111,0.7,1.032974812,488.5970859,114.6602041,0.776797058,1
45,0.7,0.01,1,115,0.956,1097000,111,0.7,1.032974812,118.7921033,114.6602041,0.98752392,1
46,0.7,0.01,1,179,0.89,1097000,111,0.7,1.032974812,184.9024913,114.6602041,0.919347582,1
47,0.7,0.01,1,283,0.91,1097000,111,0.7,1.032974812,292.3318717,114.6602041,0.940007079,1
48,0.7,0.01,1,360,0.868,1097000,111,0.7,1.032974812,371.8709322,114.6602041,0.896622137,1
49,0.7,0.01,1,365,0.97,1097000,111,0.7,1.032974812,377.0358063,114.6602041,1.001985567,1
50,0.7,0.01,1,309,0.943,1097000,111,0.7,1.032974812,319.1892168,114.6602041,0.974095247,1
51,0.7,0.01,1,242,0.88,1097000,111,0.7,1.032974812,249.9799044,114.6602041,0.909017834,1
52,0.7,0.01,1,751,0.887,1097000,111,0.7,1.032974812,775.7640836,114.6602041,0.916248658,1
53,0.7,0.01,1,299,0.905,1097000,111,0.7,1.032974812,308.8594687,114.6602041,0.934842205,1
54,0.7,0.01,1,152,0.985,1097000,111,0.7,1.032974812,157.0121714,114.6602041,1.01748019,1
55,0.7,0.01,1,199,0.906,1097000,111,0.7,1.032974812,205.5619875,114.6602041,0.935875179,1
56,0.7,0.01,1,477,0.902,1097000,111,0.7,1.032974812,492.7289852,114.6602041,0.93174328,1
57,0.7,0.01,1,131,0.958,1097000,111,0.7,1.032974812,135.3197003,114.6602041,0.98958987,1
58,0.7,0.01,1,251,0.841,1097000,111,0.7,1.032974812,259.2766777,114.6602041,0.868731817,1
59,0.7,0.01,1,816,0.75,1097000,111,0.7,1.032974812,842.9074463,114.6602041,0.774731109,1
60,0.7,0.01,1,198,0.882,1097000,111,0.7,1.032974812,204.5290127,114.6602041,0.911083784,1
61,0.7,0.01,1,592,0.755,1097000,111,0.7,1.032974812,611.5210885,114.6602041,0.779895983,1
62,0.7,0.01,1,724,0.855,1097000,111,0.7,1.032974812,747.8737637,114.6602041,0.883193464,1
63,0.7,0.01,1,323,0.927,1097000,111,0.7,1.032974812,333.6508642,114.6602041,0.95756765,1
64,0.7,0.01,1,447,0.75,1097000,111,0.7,1.032974812,461.7397408,114.6602041,0.774731109,1
65,0.7,0.01,1,425,0.881,1097000,111,0.7,1.032974812,439.014295,114.6602041,0.910050809,1
66,0.7,0.01,1,498,0.802,1097000,111,0.7,1.032974812,514.4214562,114.6602041,0.828445799,1
67,0.7,0.01,1,351,0.904,1097000,111,0.7,1.032974812,362.5741589,114.6602041,0.93380923,1
68,0.7,0.01,1,410,0.936,1097000,111,0.7,1.032974812,423.5196728,114.6602041,0.966864424,1
69,0.7,0.01,1,546,0.931,1097000,111,0.7,1.032974812,564.0042472,114.6602041,0.96169955,1
70,0.7,0.01,1,665,0.794,1097000,111,0.7,1.032974812,686.9282498,114.6602041,0.820182,1
71,0.7,0.01,1,1005,0.686,1097000,111,0.7,1.032974812,1038.139686,114.6602041,0.708620721,1
72,0.7,0.01,1,318,0.912,1097000,111,0.7,1.032974812,328.4859901,114.6602041,0.942073028,1
73,0.7,0.01,1,172,0.896,1097000,111,0.7,1.032974812,177.6716676,114.6602041,0.925545431,1
74,0.7,0.01,1,145,0.991,1097000,111,0.7,1.032974812,149.7813477,114.6602041,1.023678038,1
75,0.7,0.01,1,231,0.936,1097000,111,0.7,1.032974812,238.6171815,114.6602041,0.966864424,1
76,0.7,0.01,1,133,0.92,1097000,111,0.7,1.032974812,137.38565,114.6602041,0.950336827,1
77,0.7,0.01,1,132,0.928,1097000,111,0.7,1.032974812,136.3526751,114.6602041,0.958600625,1
78,0.7,0.01,1,423,0.782,1097000,111,0.7,1.032974812,436.9483453,114.6602041,0.807786303,1
79,0.7,0.01,1,764,0.718,1097000,111,0.7,1.032974812,789.1927561,114.6602041,0.741675915,1
80,0.7,0.01,1,553,0.836,1097000,111,0.7,1.032974812,571.2350709,114.6602041,0.863566943,1
81,0.7,0.01,1,353,0.947,1097000,111,0.7,1.032974812,364.6401085,114.6602041,0.978227147,1
82,0.7,0.01,1,336,0.908,1097000,111,0.7,1.032974812,347.0795367,114.6602041,0.937941129,1
83,0.7,0.01,1,195,0.917,1097000,111,0.7,1.032974812,201.4300883,114.6602041,0.947237902,1
84,0.7,0.01,1,301,0.918,1097000,111,0.7,1.032974812,310.9254183,114.6602041,0.948270877,1
85,0.7,0.01,1,750,0.8,1097000,111,0.7,1.032974812,774.7311088,114.6602041,0.826379849,1
86,0.7,0.01,1,130,0.914,1097000,111,0.7,1.032974812,134.2867255,114.6602041,0.944138978,1
87,0.7,0.01,1,294,0.859,1097000,111,0.7,1.032974812,303.6945946,114.6602041,0.887325363,1
88,0.7,0.01,1,567,0.83,1097000,111,0.7,1.032974812,585.6967182,114.6602041,0.857369094,1
89,0.7,0.01,1,511,0.855,1097000,111,0.7,1.032974812,527.8501288,114.6602041,0.883193464,1
90,0.7,0.01,1,106,0.92,1097000,111,0.7,1.032974812,109.49533,114.6602041,0.950336827,1
91,0.7,0.01,1,132,0.949,1097000,111,0.7,1.032974812,136.3526751,114.6602041,0.980293096,1
92,0.7,0.01,1,497,0.894,1097000,111,0.7,1.032974812,513.3884814,114.6602041,0.923479482,1
93,0.7,0.01,1,513,0.853,1097000,111,0.7,1.032974812,529.9160784,114.6602041,0.881127514,1
94,0.7,0.01,1,397,0.778,1097000,111,0.7,1.032974812,410.0910002,114.6602041,0.803654403,1
95,0.7,0.01,1,129,0.943,1097000,111,0.7,1.032974812,133.2537507,114.6602041,0.974095247,1
96,0.7,0.01,1,83,0.965,1097000,111,0.7,1.032974812,85.73690937,114.6602041,0.996820693,1
97,0.7,0.01,1,395,0.919,1097000,111,0.7,1.032974812,408.0250506,114.6602041,0.949303852,1
98,0.7,0.01,1,195,0.938,1097000,111,0.7,1.032974812,201.4300883,114.6602041,0.968930373,1
99,0.7,0.01,1,710,0.791,1097000,111,0.7,1.032974812,733.4121163,114.6602041,0.817083076,1
100,0.7,0.01,1,252,0.951,1097000,111,0.7,1.032974812,260.3096525,114.6602041,0.982359046,1
101,0.7,0.01,1,199,0.927,1097000,111,0.7,1.032974812,205.5619875,114.6602041,0.95756765,1
102,0.7,0.01,1,200,0.88,1097000,111,0.7,1.032974812,206.5949623,114.6602041,0.909017834,1
103,0.7,0.01,1,549,0.871,1097000,111,0.7,1.032974812,567.1031716,114.6602041,0.899721061,1
104,0.7,0.01,1,376,0.901,1097000,111,0.7,1.032974812,388.3985292,114.6602041,0.930710305,1
105,0.7,0.01,1,288,0.936,1097000,111,0.7,1.032974812,297.4967458,114.6602041,0.966864424,1
106,0.7,0.01,1,442,0.859,1097000,111,0.7,1.032974812,456.5748668,114.6602041,0.887325363,1
107,0.7,0.01,1,858,0.736,1097000,111,0.7,1.032974812,886.2923884,114.6602041,0.760269461,1
108,0.7,0.01,1,176,0.949,1097000,111,0.7,1.032974812,181.8035669,114.6602041,0.980293096,1
109,0.7,0.01,1,258,0.939,1097000,111,0.7,1.032974812,266.5075014,114.6602041,0.969963348,1
110,0.7,0.01,1,223,0.943,1097000,111,0.7,1.032974812,230.353383,114.6602041,0.974095247,1
111,0.7,0.01,1,86,0.946,1097000,111,0.7,1.032974812,88.83583381,114.6602041,0.977194172,1
1,0.7,0.01,2,187,0.929,969517,126,0.7,0.912932216,170.7183243,115.0294592,0.848114028,1
2,0.7,0.01,2,108,0.91,969517,126,0.7,0.912932216,98.59667928,115.0294592,0.830768316,1
3,0.7,0.01,2,251,0.959,969517,126,0.7,0.912932216,229.1459861,115.0294592,0.875501995,1
4,0.7,0.01,2,350,0.914,969517,126,0.7,0.912932216,319.5262755,115.0294592,0.834420045,1
5,0.7,0.01,2,351,0.933,969517,126,0.7,0.912932216,320.4392077,115.0294592,0.851765757,1
6,0.7,0.01,2,650,0.887,969517,126,0.7,0.912932216,593.4059401,115.0294592,0.809770875,1
7,0.7,0.01,2,999,0.707,969517,126,0.7,0.912932216,912.0192834,115.0294592,0.645443076,1
8,0.7,0.01,2,224,0.87,969517,126,0.7,0.912932216,204.4968163,115.0294592,0.794251028,1
9,0.7,0.01,2,1195,0.701,969517,126,0.7,0.912932216,1090.953998,115.0294592,0.639965483,1
10,0.7,0.01,2,461,0.928,969517,126,0.7,0.912932216,420.8617514,115.0294592,0.847201096,1
11,0.7,0.01,2,97,0.921,969517,126,0.7,0.912932216,88.55442491,115.0294592,0.840810571,1
12,0.7,0.01,2,311,0.877,969517,126,0.7,0.912932216,283.921919,115.0294592,0.800641553,1
13,0.7,0.01,2,222,0.959,969517,126,0.7,0.912932216,202.6709519,115.0294592,0.875501995,1
14,0.7,0.01,2,423,0.924,969517,126,0.7,0.912932216,386.1703272,115.0294592,0.843549367,1
15,0.7,0.01,2,422,0.922,969517,126,0.7,0.912932216,385.257395,115.0294592,0.841723503,1
16,0.7,0.01,2,488,0.929,969517,126,0.7,0.912932216,445.5109212,115.0294592,0.848114028,1
17,0.7,0.01,2,172,0.936,969517,126,0.7,0.912932216,157.0243411,115.0294592,0.854504554,1
18,0.7,0.01,2,372,0.933,969517,126,0.7,0.912932216,339.6107842,115.0294592,0.851765757,1
19,0.7,0.01,2,212,0.924,969517,126,0.7,0.912932216,193.5416297,115.0294592,0.843549367,1
20,0.7,0.01,2,277,0.907,969517,126,0.7,0.912932216,252.8822237,115.0294592,0.82802952,1
21,0.7,0.01,2,247,0.812,969517,126,0.7,0.912932216,225.4942573,115.0294592,0.741300959,1
22,0.7,0.01,2,371,0.946,969517,126,0.7,0.912932216,338.697852,115.0294592,0.863633876,1
23,0.7,0.01,2,174,0.929,969517,126,0.7,0.912932216,158.8502055,115.0294592,0.848114028,1
24,0.7,0.01,2,279,0.957,969517,126,0.7,0.912932216,254.7080882,115.0294592,0.87367613,1
25,0.7,0.01,2,148,0.938,969517,126,0.7,0.912932216,135.1139679,115.0294592,0.856330418,1
26,0.7,0.01,2,132,0.965,969517,126,0.7,0.912932216,120.5070525,115.0294592,0.880979588,1
27,0.7,0.01,2,621,0.939,969517,126,0.7,0.912932216,566.9309059,115.0294592,0.85724335,1
28,0.7,0.01,2,140,0.897,969517,126,0.7,0.912932216,127.8105102,115.0294592,0.818900197,1
